Prediction,Ground Truth
"[4.2697858810424805, 5.658167839050293]","[5.460999965667725, 4.889999866485596]"
"[4.503497123718262, 5.3788042068481445]","[5.460999965667725, 4.889999866485596]"
"[4.498740196228027, 5.333107948303223]","[5.460999965667725, 4.889999866485596]"
"[4.417905807495117, 5.419562339782715]","[5.460999965667725, 4.889999866485596]"
"[4.41845703125, 5.443467140197754]","[5.460999965667725, 4.889999866485596]"
"[4.429082870483398, 5.493565559387207]","[5.460999965667725, 4.889999866485596]"
"[4.782626152038574, 5.367280006408691]","[5.460999965667725, 4.888999938964844]"
"[3.729128122329712, 5.756067276000977]","[5.460999965667725, 4.886000156402588]"
"[4.6731977462768555, 5.473874092102051]","[5.460999965667725, 4.881999969482422]"
"[5.092888832092285, 5.171662330627441]","[5.460999965667725, 4.880000114440918]"
"[4.953000068664551, 5.232592582702637]","[5.460999965667725, 4.874000072479248]"
"[5.082759857177734, 5.1936750411987305]","[5.460999965667725, 4.870999813079834]"
"[5.132722854614258, 5.138394355773926]","[5.460999965667725, 4.870999813079834]"
"[5.161968231201172, 5.106817245483398]","[5.460999965667725, 4.86899995803833]"
"[4.929452896118164, 5.138554573059082]","[5.460999965667725, 4.864999771118164]"
"[4.831167221069336, 5.2225341796875]","[5.460999965667725, 4.864999771118164]"
"[5.038286209106445, 5.046028137207031]","[5.460999965667725, 4.864999771118164]"
"[4.893540382385254, 5.100674629211426]","[5.460999965667725, 4.864999771118164]"
"[5.156304359436035, 4.937038421630859]","[5.460999965667725, 4.864999771118164]"
"[5.107178688049316, 4.911289691925049]","[5.460999965667725, 4.864999771118164]"
"[4.767030715942383, 5.251927375793457]","[5.460999965667725, 4.864999771118164]"
"[3.694265127182007, 6.151131629943848]","[5.460999965667725, 4.864999771118164]"
"[4.639309883117676, 5.317605018615723]","[5.460999965667725, 4.864999771118164]"
"[4.71820068359375, 5.264222145080566]","[5.460999965667725, 4.864999771118164]"
"[5.038567543029785, 4.992820739746094]","[5.460999965667725, 4.864999771118164]"
"[5.102922439575195, 4.961264610290527]","[5.460999965667725, 4.864999771118164]"
"[4.958355903625488, 4.871225357055664]","[5.460999965667725, 4.864999771118164]"
"[4.992528915405273, 4.895318508148193]","[5.460999965667725, 4.864999771118164]"
"[4.742112159729004, 5.175910949707031]","[5.460999965667725, 4.864999771118164]"
"[4.819863796234131, 5.019021034240723]","[5.460999965667725, 4.864999771118164]"
"[4.86630916595459, 4.894354820251465]","[5.460999965667725, 4.864999771118164]"
"[4.7648115158081055, 5.0053300857543945]","[5.460999965667725, 4.864999771118164]"
"[4.926298141479492, 4.78038215637207]","[5.460999965667725, 4.864999771118164]"
"[5.190584182739258, 4.681034088134766]","[5.460999965667725, 4.867000102996826]"
"[4.658153533935547, 5.22220516204834]","[5.460999965667725, 4.873000144958496]"
"[3.697777032852173, 6.112607955932617]","[5.460999965667725, 4.879000186920166]"
"[4.806102275848389, 5.049101829528809]","[5.460999965667725, 4.886000156402588]"
"[4.629757881164551, 5.194786071777344]","[5.460999965667725, 4.888999938964844]"
"[4.565673828125, 4.99478816986084]","[5.460999965667725, 4.89300012588501]"
"[5.244592666625977, 4.601018905639648]","[5.460999965667725, 4.9019999504089355]"
"[4.935575485229492, 4.844378471374512]","[5.460999965667725, 4.906000137329102]"
"[5.221728324890137, 4.655177116394043]","[5.460999965667725, 4.9070000648498535]"
"[4.79997444152832, 5.160515785217285]","[5.460999965667725, 4.9070000648498535]"
"[4.938779830932617, 5.072683334350586]","[5.460999965667725, 4.9079999923706055]"
"[4.9372053146362305, 4.988818168640137]","[5.460999965667725, 4.9079999923706055]"
"[4.9407148361206055, 4.9365949630737305]","[5.460999965667725, 4.909999847412109]"
"[4.938263893127441, 4.9768571853637695]","[5.460999965667725, 4.909999847412109]"
"[5.216379165649414, 4.866524696350098]","[5.460999965667725, 4.909999847412109]"
"[5.137960433959961, 4.947698593139648]","[5.460999965667725, 4.909999847412109]"
"[5.157342910766602, 4.988466262817383]","[5.460999965667725, 4.909999847412109]"
"[3.304072380065918, 5.879219055175781]","[5.460999965667725, 4.909999847412109]"
"[5.055069923400879, 5.092829704284668]","[5.460999965667725, 4.909999847412109]"
"[4.971711158752441, 5.236586570739746]","[5.460999965667725, 4.909999847412109]"
"[4.967737197875977, 5.3169097900390625]","[5.460999965667725, 4.909999847412109]"
"[4.651651382446289, 5.295284271240234]","[5.460999965667725, 4.909999847412109]"
"[5.288186073303223, 4.2400078773498535]","[5.460999965667725, 4.909999847412109]"
"[4.565554618835449, 5.415369033813477]","[5.460999965667725, 4.909999847412109]"
"[4.622371673583984, 5.3254899978637695]","[5.460999965667725, 4.909999847412109]"
"[4.4430341720581055, 5.390890121459961]","[5.460999965667725, 4.909999847412109]"
"[4.7204084396362305, 5.120648384094238]","[5.460999965667725, 4.909999847412109]"
"[4.622228622436523, 5.186568260192871]","[5.460999965667725, 4.909999847412109]"
"[4.478278160095215, 5.368411064147949]","[5.460999965667725, 4.909999847412109]"
"[4.442133903503418, 5.35446834564209]","[5.460999965667725, 4.909999847412109]"
"[4.798005104064941, 5.281633377075195]","[5.460999965667725, 4.909999847412109]"
"[3.4282619953155518, 6.047335624694824]","[5.460999965667725, 4.909999847412109]"
"[4.890917778015137, 5.31436824798584]","[5.460999965667725, 4.909999847412109]"
"[4.668206214904785, 5.432806968688965]","[5.460999965667725, 4.909999847412109]"
"[4.788207054138184, 5.372357368469238]","[5.460999965667725, 4.909999847412109]"
"[4.880924224853516, 5.305881500244141]","[5.460999965667725, 4.909999847412109]"
"[4.879452705383301, 5.328243255615234]","[5.460999965667725, 4.909999847412109]"
"[5.078941345214844, 5.128705024719238]","[5.460999965667725, 4.909999847412109]"
"[5.254622459411621, 5.034244537353516]","[5.460999965667725, 4.909999847412109]"
"[5.208873748779297, 5.014686584472656]","[5.460999965667725, 4.909999847412109]"
"[5.345492362976074, 4.592189788818359]","[5.460999965667725, 4.909999847412109]"
"[5.213261604309082, 4.966038703918457]","[5.460999965667725, 4.909999847412109]"
"[5.10623836517334, 4.884150505065918]","[5.460999965667725, 4.909999847412109]"
"[5.202258110046387, 4.908535957336426]","[5.460999965667725, 4.909999847412109]"
"[5.170975685119629, 4.931757926940918]","[5.460999965667725, 4.909999847412109]"
"[5.014154434204102, 5.007353782653809]","[5.460999965667725, 4.909999847412109]"
"[3.1592864990234375, 6.180270195007324]","[5.460999965667725, 4.909999847412109]"
"[5.078164100646973, 4.763453483581543]","[5.460999965667725, 4.909999847412109]"
"[5.090144157409668, 4.939485549926758]","[5.460999965667725, 4.909999847412109]"
"[5.173938751220703, 4.867209434509277]","[5.460999965667725, 4.909999847412109]"
"[5.086965560913086, 4.934123992919922]","[5.460999965667725, 4.909999847412109]"
"[5.061740875244141, 4.914717674255371]","[5.460999965667725, 4.909999847412109]"
"[5.10694694519043, 4.865362167358398]","[5.460999965667725, 4.909999847412109]"
"[5.003655433654785, 4.787036418914795]","[5.460999965667725, 4.909999847412109]"
"[5.237220764160156, 4.755367279052734]","[5.460999965667725, 4.909999847412109]"
"[4.865985870361328, 4.609539031982422]","[5.460999965667725, 4.909999847412109]"
"[5.07423210144043, 4.907819747924805]","[5.460999965667725, 4.909999847412109]"
"[4.924679756164551, 4.92963981628418]","[5.460999965667725, 4.909999847412109]"
"[5.181224822998047, 4.646940231323242]","[5.460999965667725, 4.909999847412109]"
"[4.914097785949707, 4.915823936462402]","[5.460999965667725, 4.909999847412109]"
"[5.154474258422852, 4.797266960144043]","[5.460999965667725, 4.909999847412109]"
"[5.011935234069824, 4.913482666015625]","[5.460999965667725, 4.909999847412109]"
"[5.182007789611816, 4.696793556213379]","[5.460999965667725, 4.909999847412109]"
"[5.17960262298584, 5.044005393981934]","[5.460999965667725, 4.909999847412109]"
"[4.728147506713867, 4.896896839141846]","[5.460999965667725, 4.909999847412109]"
"[5.007586479187012, 4.73134708404541]","[5.460999965667725, 4.909999847412109]"
"[4.872419357299805, 4.665450096130371]","[5.460999965667725, 4.909999847412109]"
"[5.184946060180664, 4.652449607849121]","[5.460999965667725, 4.909999847412109]"
"[5.2436065673828125, 4.697159767150879]","[5.460999965667725, 4.909999847412109]"
"[5.186458587646484, 4.63692569732666]","[5.460999965667725, 4.909999847412109]"
"[5.013387680053711, 4.799154281616211]","[5.460999965667725, 4.909999847412109]"
"[5.096081733703613, 4.764629364013672]","[5.460999965667725, 4.909999847412109]"
"[5.103960990905762, 4.7365570068359375]","[5.460999965667725, 4.909999847412109]"
"[4.878240585327148, 4.781180381774902]","[5.460999965667725, 4.909999847412109]"
"[5.014325141906738, 4.959702491760254]","[5.460999965667725, 4.909999847412109]"
"[4.974882125854492, 4.995643615722656]","[5.460999965667725, 4.909999847412109]"
"[4.995494842529297, 4.817239761352539]","[5.460999965667725, 4.909999847412109]"
"[5.178735733032227, 4.848666191101074]","[5.460999965667725, 4.909999847412109]"
"[5.137691497802734, 4.8821797370910645]","[5.460999965667725, 4.909999847412109]"
"[5.140898704528809, 5.201996803283691]","[5.460999965667725, 4.909999847412109]"
"[5.226200103759766, 5.140686988830566]","[5.460999965667725, 4.909999847412109]"
"[5.0446929931640625, 4.956997871398926]","[5.460999965667725, 4.909999847412109]"
"[5.241866111755371, 4.9228315353393555]","[5.460999965667725, 4.909999847412109]"
"[5.251165390014648, 5.08406925201416]","[5.460999965667725, 4.909999847412109]"
"[4.992552757263184, 5.1604156494140625]","[5.460999965667725, 4.909999847412109]"
"[4.91524600982666, 5.271279335021973]","[5.460999965667725, 4.909999847412109]"
"[5.231247901916504, 5.142677307128906]","[5.460999965667725, 4.909999847412109]"
"[4.977721214294434, 5.2321577072143555]","[5.460999965667725, 4.909999847412109]"
"[4.892894744873047, 5.322966575622559]","[5.460999965667725, 4.909999847412109]"
"[4.793308734893799, 5.302534103393555]","[5.460999965667725, 4.909999847412109]"
"[4.965958595275879, 5.291454315185547]","[5.460999965667725, 4.909999847412109]"
"[4.8604021072387695, 5.346404075622559]","[5.460999965667725, 4.909999847412109]"
"[4.847293853759766, 5.033733367919922]","[5.460999965667725, 4.909999847412109]"
"[4.521955490112305, 5.261682510375977]","[5.460999965667725, 4.909999847412109]"
"[4.556439399719238, 5.243185043334961]","[5.460999965667725, 4.909999847412109]"
"[3.0623908042907715, 6.2880144119262695]","[5.460999965667725, 4.909999847412109]"
"[4.774125099182129, 5.313002586364746]","[5.460999965667725, 4.909999847412109]"
"[4.562734603881836, 5.355360984802246]","[5.460999965667725, 4.909999847412109]"
"[4.647289752960205, 5.205303192138672]","[5.460999965667725, 4.909999847412109]"
"[4.657212257385254, 5.310755729675293]","[5.460999965667725, 4.909999847412109]"
"[4.63021993637085, 5.333709716796875]","[5.460999965667725, 4.909999847412109]"
"[5.028256416320801, 5.259967803955078]","[5.460999965667725, 4.909999847412109]"
"[4.898991584777832, 5.295392036437988]","[5.460999965667725, 4.909999847412109]"
"[4.984592437744141, 5.213793754577637]","[5.460999965667725, 4.909999847412109]"
"[5.051006317138672, 5.111703872680664]","[5.460999965667725, 4.909999847412109]"
"[5.171429634094238, 5.022869110107422]","[5.460999965667725, 4.909999847412109]"
"[5.230147361755371, 4.9839630126953125]","[5.460999965667725, 4.909999847412109]"
"[5.0917558670043945, 5.124039649963379]","[5.460999965667725, 4.909999847412109]"
"[5.201351165771484, 4.926969528198242]","[5.460999965667725, 4.909999847412109]"
"[5.0779266357421875, 5.212522506713867]","[5.460999965667725, 4.909999847412109]"
"[4.096129417419434, 5.569852828979492]","[5.460999965667725, 4.909999847412109]"
"[5.122413635253906, 4.890621185302734]","[5.460999965667725, 4.909999847412109]"
"[5.18902587890625, 4.912459373474121]","[5.460999965667725, 4.909999847412109]"
"[5.134075164794922, 5.0073041915893555]","[5.460999965667725, 4.909999847412109]"
"[5.094381332397461, 5.094958305358887]","[5.460999965667725, 4.909999847412109]"
"[5.047933578491211, 5.051279067993164]","[5.460999965667725, 4.909999847412109]"
"[5.237832069396973, 4.740399360656738]","[5.460999965667725, 4.909999847412109]"
"[5.321541786193848, 4.6792497634887695]","[5.460999965667725, 4.909999847412109]"
"[5.316555023193359, 4.695148944854736]","[5.460999965667725, 4.909999847412109]"
"[5.305649757385254, 4.66541051864624]","[5.460999965667725, 4.909999847412109]"
"[5.227922439575195, 4.625371932983398]","[5.460999965667725, 4.909999847412109]"
"[5.263956069946289, 4.6622161865234375]","[5.460999965667725, 4.909999847412109]"
"[5.254416465759277, 4.693803310394287]","[5.460999965667725, 4.909999847412109]"
"[5.164201736450195, 4.816580295562744]","[5.460999965667725, 4.909999847412109]"
"[5.143943786621094, 4.822152137756348]","[5.460999965667725, 4.909999847412109]"
"[3.870915412902832, 6.064570426940918]","[5.460999965667725, 4.909999847412109]"
"[5.188481330871582, 4.675787448883057]","[5.460999965667725, 4.909999847412109]"
"[5.097616195678711, 4.853484153747559]","[5.460999965667725, 4.909999847412109]"
"[5.188299179077148, 4.651421070098877]","[5.460999965667725, 4.909999847412109]"
"[5.241606712341309, 4.736737251281738]","[5.460999965667725, 4.909999847412109]"
"[5.347773551940918, 4.759889125823975]","[5.460999965667725, 4.909999847412109]"
"[5.304849624633789, 4.654123306274414]","[5.460999965667725, 4.909999847412109]"
"[5.232394218444824, 4.616494178771973]","[5.460999965667725, 4.909999847412109]"
"[5.287846565246582, 4.6649088859558105]","[5.460999965667725, 4.909999847412109]"
"[5.367988586425781, 4.602775573730469]","[5.460999965667725, 4.909999847412109]"
"[5.348138809204102, 4.603817462921143]","[5.460999965667725, 4.909999847412109]"
"[5.304950714111328, 4.621919631958008]","[5.460999965667725, 4.909999847412109]"
"[5.400232315063477, 4.54109001159668]","[5.460999965667725, 4.909999847412109]"
"[4.931088447570801, 4.566165924072266]","[5.460999965667725, 4.909999847412109]"
"[5.283629417419434, 4.702753067016602]","[5.460999965667725, 4.909999847412109]"
"[5.282467842102051, 4.688453674316406]","[5.460999965667725, 4.909999847412109]"
"[5.094328880310059, 4.852023124694824]","[5.460999965667725, 4.909999847412109]"
"[5.418017387390137, 4.988035202026367]","[5.460999965667725, 4.909999847412109]"
"[5.222968101501465, 4.612621307373047]","[5.460999965667725, 4.909999847412109]"
"[5.361849784851074, 4.631102561950684]","[5.460999965667725, 4.909999847412109]"
"[5.186132431030273, 4.899299621582031]","[5.460999965667725, 4.909999847412109]"
"[5.117134094238281, 5.069908142089844]","[5.460999965667725, 4.909999847412109]"
"[5.21484375, 5.080745697021484]","[5.460999965667725, 4.909999847412109]"
"[5.1217193603515625, 4.955580711364746]","[5.460999965667725, 4.909999847412109]"
"[5.198827743530273, 4.915802001953125]","[5.460999965667725, 4.909999847412109]"
"[5.2477216720581055, 4.937078475952148]","[5.460999965667725, 4.909999847412109]"
"[5.321624755859375, 4.965248107910156]","[5.460999965667725, 4.909999847412109]"
"[4.823014736175537, 4.46379280090332]","[5.460999965667725, 4.909999847412109]"
"[5.229717254638672, 5.126834869384766]","[5.460999965667725, 4.909999847412109]"
"[4.791977882385254, 5.202492713928223]","[5.460999965667725, 4.909999847412109]"
"[5.175236701965332, 5.151027679443359]","[5.460999965667725, 4.909999847412109]"
"[3.3496463298797607, 6.136989593505859]","[5.460999965667725, 4.909999847412109]"
"[4.834684371948242, 5.19776725769043]","[5.460999965667725, 4.909999847412109]"
"[4.62537956237793, 5.207974433898926]","[5.460999965667725, 4.909999847412109]"
"[4.597010612487793, 5.1632232666015625]","[5.460999965667725, 4.909999847412109]"
"[4.6547136306762695, 5.235187530517578]","[5.460999965667725, 4.909999847412109]"
"[4.485603332519531, 5.493124961853027]","[5.460999965667725, 4.909999847412109]"
"[4.649655342102051, 5.180647850036621]","[5.460999965667725, 4.909999847412109]"
"[4.7648820877075195, 5.337297439575195]","[5.460999965667725, 4.909999847412109]"
"[4.821297645568848, 5.301268577575684]","[5.460999965667725, 4.909999847412109]"
"[4.878399848937988, 5.175522804260254]","[5.460999965667725, 4.909999847412109]"
"[5.011197090148926, 5.161174774169922]","[5.460999965667725, 4.909999847412109]"
"[4.943670272827148, 5.27890682220459]","[5.460999965667725, 4.909999847412109]"
"[5.146803855895996, 5.084959983825684]","[5.460999965667725, 4.909999847412109]"
"[5.221837997436523, 4.973611831665039]","[5.460999965667725, 4.909999847412109]"
"[3.459747552871704, 5.858253479003906]","[5.460999965667725, 4.909999847412109]"
"[5.175516128540039, 4.9657487869262695]","[5.460999965667725, 4.909999847412109]"
"[5.242059707641602, 4.906411170959473]","[5.460999965667725, 4.909999847412109]"
"[5.18930721282959, 4.909221649169922]","[5.460999965667725, 4.909999847412109]"
"[5.128330230712891, 5.027849197387695]","[5.460999965667725, 4.909999847412109]"
